Alpha 3 Code,Year,Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,Mean dC_loss (TgCO2),Mean NBE (TgCO2),Mean NCE (TgCO2),Mean FUR
JPN,2020,-56.6575,12.5711,62.9264,18.8779,1075.22,23.4672,-0.34,-154.3615,-148.0925,927.126,0.32999999999999996
JPN,mean,-56.6575,12.5711,62.9264,18.8779,1171.84,23.2269,0.35,-189.24925,-182.98025,988.86375,0.32999999999999996
KAZ,2015,-12.2005,5.96933,-10.2557,-3.07671,222.158,16.2653,0.28,-69.5915975,-92.04769999999999,130.11015,0.34500000000000003
KAZ,2016,-12.4256,5.51902,-10.2557,-3.07671,236.476,17.2291,-0.45,-167.78275,-190.46375,46.012425,0.34500000000000003
KAZ,2017,-12.3418,5.68662,-10.2557,-3.07671,247.608,18.1563,-0.07,-79.8138,-102.411425,145.19725,0.34500000000000003
KAZ,2018,-12.1057,6.15894,-10.2557,-3.07671,274.838,18.1563,0.14,-130.31585,-152.67759999999998,122.16022500000001,0.34500000000000003
KAZ,2019,-12.1252,6.11986,-10.2557,-3.07671,269.222,16.2653,0.56,-161.91025000000002,-184.290965,84.93102499999999,0.34500000000000003
KAZ,2020,-12.2398,5.89076,-10.2557,-3.07671,250.103,16.2653,0.48,-13.717850000000006,-36.2136,213.88924999999998,0.34500000000000003
KAZ,mean,-12.2398,5.89076,-10.2557,-3.07671,250.068,17.0563,0.43,-91.791325,-114.28652500000001,135.78085,0.34500000000000003
KEN,2015,-6.96458,0.690875,4.08854,1.22656,7.17729,1.6528,1.88,158.9857,156.10944999999998,163.286775,0.39
KEN,2016,-7.43464,0.249251,4.08854,1.22656,7.39685,1.73575,1.82,146.59612500000003,143.2501,150.647075,0.39
KEN,2017,-8.37025,2.12047,4.08854,1.22656,7.7184,1.65132,1.67,138.0197075,133.7382825,141.4566325,0.39
KEN,2018,-8.11509,1.61016,4.08854,1.22656,7.95431,1.65132,-0.04,-14.02506,-18.0516325,-10.097305,0.39
KEN,2019,-7.73857,0.857109,4.08854,1.22656,8.15929,1.6528,1.24,86.40755,82.7575,90.91664999999999,0.39
KEN,2020,-7.72462,1.10557,4.08854,1.22656,7.35502,1.6528,0.13,25.356254999999997,21.72016,29.075190000000003,0.39
KEN,mean,-7.72462,1.10557,4.08854,1.22656,7.62686,1.66613,0.93,83.8103,80.174225,87.8011,0.39
KGZ,2015,-0.549058,0.973169,1.13312,0.339935,18.8917,0.764889,1.25,62.48834,63.072404999999996,81.963925,0.21499999999999997
KGZ,2016,-0.556957,0.957371,1.13312,0.339935,19.7852,0.717677,1.13,29.510975000000002,30.0871,49.872342,0.21499999999999997
KGZ,2017,-0.551213,0.96886,1.13312,0.339935,20.4235,0.69597,0.18,9.5424825,10.124374999999999,30.54785,0.21499999999999997
KGZ,2018,-0.547981,0.975324,1.13312,0.339935,21.7169,0.69597,1.43,57.453115000000004,58.0382475,79.755225,0.21499999999999997
KGZ,2019,-0.542595,0.986094,1.13312,0.339935,21.7282,0.764889,1.35,68.989725,69.580025,91.308375,0.21499999999999997
KGZ,2020,-0.549561,0.972164,1.13312,0.339935,20.2267,0.764889,1.21,61.688345,62.272035,82.498475,0.21499999999999997
KGZ,mean,-0.549561,0.972164,1.13312,0.339935,20.462,0.734047,1.19,52.8657175,53.449282499999995,73.91137499999999,0.21499999999999997
KHM,2015,-11.4112,1.11776,-0.910712,-0.273214,11.3435,0.864728,-0.58,44.493025,32.1710975,43.5146,0.22
KHM,2016,-12.134,0.327918,-0.910712,-0.273214,12.1353,1.00583,-0.51,80.37942500000001,67.334725,79.47004999999999,0.22
KHM,2017,-14.2908,4.64142,-0.910712,-0.273214,12.3579,1.15692,-0.19,-28.9268175,-44.128325000000004,-31.7703875,0.22
KHM,2018,-13.1311,2.32206,-0.910712,-0.273214,15.3838,1.15692,-1.24,-13.665325,-27.707155,-12.323350000000001,0.22
KHM,2019,-11.4798,0.980635,-0.910712,-0.273214,16.9649,0.864728,-0.74,-15.769974999999999,-28.160424999999996,-11.195525,0.22
KHM,2020,-12.4894,1.87796,-0.910712,-0.273214,15.6512,0.864728,-0.78,13.796305,0.39620049999999957,16.047355,0.22
KHM,mean,-12.4894,1.87796,-0.910712,-0.273214,13.9728,0.985642,-2.47,12.3174775,-1.0826174999999993,12.890147500000001,0.22
KIR,2015,-6.21604e-05,0.000124321,0.0323496,0.00970489,0.0701377,0.00629567,0.19,7.5046257500000015,7.53691525,7.60704475,0.42500000000000004
KIR,2016,-7.84005e-05,0.000156801,0.0323496,0.00970489,0.0727471,0.006666,0.61,8.79241875,8.8247115,8.897423250000001,0.42500000000000004
KIR,2017,-7.91472e-05,0.000158294,0.0323496,0.00970489,0.0756921,0.006666,0.11,16.028002500000003,16.06027,16.13597,0.42500000000000004
KIR,2018,-2.94935e-05,5.89871e-05,0.0323496,0.00970489,0.0814509,0.006666,-0.21,12.537999999999998,12.570305000000001,12.651767750000001,0.42500000000000004
KIR,2019,-5.84271e-05,0.000116854,0.0323496,0.00970489,0.0842396,0.00629567,-0.68,11.2984065,11.33067925,11.41491425,0.42500000000000004
KIR,2020,-6.15258e-05,0.000123052,0.0323496,0.00970489,0.0518454,0.00629567,-0.7,12.263,12.295297500000002,12.3471575,0.42500000000000004
KIR,mean,-6.15258e-05,0.000123052,0.0323496,0.00970489,0.0726855,0.00648083,-0.45,10.9725435,11.0048405,11.077462,0.42500000000000004
KNA,2015,-1.91797e-06,3.83595e-06,0.0133602,0.00400806,0.301872,1.19507,-0.08,-0.071244925,-0.057886774999999994,0.2439855,-0.012499999999999999
KNA,2016,-2.41906e-06,4.83813e-06,0.0133602,0.00400806,0.301165,1.19507,-0.03,0.0384514,0.051809,0.352974,-0.012499999999999999
KNA,2017,-2.4421e-06,4.88421e-06,0.0133602,0.00400806,0.30112,1.19507,-0.66,-0.08470071000000001,-0.07134282500000001,0.22977674999999997,-0.012499999999999999
KNA,2018,-9.10029e-07,1.82006e-06,0.0133602,0.00400806,0.307228,1.19507,-0.12,-0.05769474999999999,-0.04433527499999999,0.26289275,-0.012499999999999999
KNA,2019,-1.80278e-06,3.60556e-06,0.0133602,0.00400806,0.314641,1.19507,-0.11,-0.030816150000000004,-0.017457724999999993,0.297183,-0.012499999999999999
KNA,2020,-1.89839e-06,3.79678e-06,0.0133602,0.00400806,0.281013,1.19507,0.34,0.009915049999999998,0.023273275,0.304286,-0.012499999999999999
KNA,mean,-1.89839e-06,3.79678e-06,0.0133602,0.00400806,0.301173,1.19507,-0.32,-0.01567754999999999,-0.0023192750000000026,0.29885375000000003,-0.012499999999999999
KOR,2015,-5.60104,1.84509,42.7197,12.8159,606.903,35.8649,-0.19,-62.4579,-25.33925,581.5640000000001,0.17
KOR,2016,-7.46824,1.8893,42.7197,12.8159,635.088,37.2937,-0.31,-79.178125,-43.926700000000004,591.1615,0.17
KOR,2017,-6.3196,0.407969,42.7197,12.8159,634.749,37.4761,0.04,-72.26480000000001,-35.8647,598.88375,0.17
KOR,2018,-7.54689,2.04662,42.7197,12.8159,652.242,37.4761,1.26,-64.18715,-29.014350000000004,623.22775,0.17
KOR,2019,-7.01192,0.976673,42.7197,12.8159,628.417,35.8649,-0.0,-69.0137,-33.306,595.111,0.17
KOR,2020,-6.78954,1.43313,42.7197,12.8159,584.77,35.8649,-0.97,-61.063024999999996,-25.132890000000003,559.637,0.17
KOR,mean,-6.78954,1.43313,42.7197,12.8159,623.695,36.6401,0.53,-63.922599999999996,-27.992475,595.70225,0.17
KWT,2015,-0.00266964,0.00533928,2.77072,0.831217,76.4064,4.53082,0.39,-2.5218575,0.246197,76.652625,-0.065
KWT,2016,-0.00372327,0.00744654,2.77072,0.831217,80.9267,4.78363,0.09,-2.65888,0.10812389925000002,81.03482499999998,-0.065
KWT,2017,-0.00639161,0.0127832,2.77072,0.831217,83.5553,4.93459,0.07,-2.3566525,0.40768,83.96295,-0.065
KWT,2018,-0.00456487,0.00912974,2.77072,0.831217,82.9616,4.93459,0.91,-2.5804650000000002,0.18569535750000002,83.1473,-0.065
KWT,2019,-0.00681249,0.013625,2.77072,0.831217,85.8626,4.53082,-0.21,-2.5827525,0.18116,86.04374999999999,-0.065
KWT,2020,-0.00483238,0.00966475,2.77072,0.831217,80.0603,4.53082,0.25,-2.609605,0.15628828,80.2166,-0.065
KWT,mean,-0.00483238,0.00966475,2.77072,0.831217,81.6288,4.70754,0.16,-2.5701475,0.195743325,81.82455000000002,-0.065
LAO,2015,-15.7675,2.28518,-0.205862,-0.0617585,6.42275,0.938795,-0.71,31.859525,15.886122499999999,22.30885,0.38
LAO,2016,-17.0489,4.84798,-0.205862,-0.0617585,6.78881,1.50133,-0.28,69.4532,52.1984,58.9872,0.38
LAO,2017,-19.9762,10.7025,-0.205862,-0.0617585,6.8889,1.8887,-0.03,-2.681632499999999,-22.8636525,-15.974755,0.38
LAO,2018,-18.2489,7.24801,-0.205862,-0.0617585,8.28631,1.8887,0.0,-15.4115525,-33.86635,-25.58005,0.38
LAO,2019,-15.8943,2.53868,-0.205862,-0.0617585,8.98342,0.938795,-0.63,3.13546,-12.964699999999997,-3.981300000000001,0.38
LAO,2020,-17.3872,5.52446,-0.205862,-0.0617585,8.25318,0.938795,-0.35,24.705975,7.112947500000001,15.3661425,0.38
LAO,mean,-17.3872,5.52446,-0.205862,-0.0617585,7.60389,1.34919,-0.22,20.36632,2.7732875000000003,10.377185,0.38
LBN,2015,-0.186405,0.322974,2.84111,0.852333,11.2026,2.54493,0.37,-2.2352825000000003,0.419420825,11.62205,0.030000000000000006
LBN,2016,-0.184032,0.327719,2.84111,0.852333,11.7043,2.63418,0.61,-2.0823225,0.57475675,12.279050000000002,0.030000000000000006
LBN,2017,-0.18245,0.330883,2.84111,0.852333,12.1716,2.77491,0.88,-2.424495,0.234164125,12.40575,0.030000000000000006
LBN,2018,-0.188777,0.318229,2.84111,0.852333,12.4639,2.77491,0.5,-2.547925,0.10440585000000001,12.568275,0.030000000000000006
LBN,2019,-0.19471,0.306363,2.84111,0.852333,13.1084,2.54493,0.0,-2.8659775,-0.21957685,12.88885,0.030000000000000006
LBN,2020,-0.187275,0.321233,2.84111,0.852333,12.1426,2.54493,0.6,-2.2745625,0.37927049999999995,12.521875,0.030000000000000006
LBN,mean,-0.187275,0.321233,2.84111,0.852333,12.1322,2.63646,0.55,-2.4569150000000004,0.196920575,12.329149999999998,0.030000000000000006
LBR,2015,-6.65256,5.55798,0.741439,0.222432,1.01534,0.12184,1.45,54.43477,48.523615,49.539,0.1475
LBR,2016,-8.3216,2.21989,0.741439,0.222432,1.03969,0.137394,0.75,44.075925000000005,36.49575,37.53545,0.1475
LBR,2017,-7.86732,3.12846,0.741439,0.222432,1.09138,0.124432,1.06,37.84195,30.716065,31.80746,0.1475
LBR,2018,-7.0043,4.85449,0.741439,0.222432,1.11729,0.124432,0.99,34.9332175,28.670375,29.787675,0.1475
LBR,2019,-7.02994,4.80321,0.741439,0.222432,1.13792,0.12184,0.71,29.4218325,23.1333325,24.271237500000005,0.1475
LBR,2020,-7.37514,4.1128,0.741439,0.222432,0.880196,0.12184,0.53,32.1784,25.544694999999997,26.424895,0.1475
LBR,mean,-7.37514,4.1128,0.741439,0.222432,1.04697,0.125296,1.19,34.0943975,27.46067,28.5076375,0.1475
LBY,2015,-0.790432,0.828831,0.0,0.0,109.766,2.39337,-0.12,0.44882075,-0.341611,109.42425,0.057499999999999996
LBY,2016,-0.632161,0.512288,0.0,0.0,110.438,2.01544,-0.23,0.91813025,0.28596977500000004,110.724,0.057499999999999996
LBY,2017,-0.707479,0.662926,0.0,0.0,116.33,2.08213,-0.12,0.23317499999999997,-0.4743049,115.856,0.057499999999999996
LBY,2018,-0.909913,1.06779,0.0,0.0,119.827,2.08213,-0.16,1.12934625,0.21943400000000002,120.04650000000001,0.057499999999999996
LBY,2019,-1.01743,1.28283,0.0,0.0,122.93,2.39337,-0.24,-0.8264799999999999,-1.8439115,121.08624999999999,0.057499999999999996
LBY,2020,-0.811483,0.870933,0.0,0.0,114.371,2.39337,-0.31,-0.934733,-1.7462165250000001,112.62525000000001,0.057499999999999996
LBY,mean,-0.811483,0.870933,0.0,0.0,115.61,2.22663,-0.14,-0.20804899999999998,-1.019533,114.59100000000001,0.057499999999999996
LCA,2015,-1.95548e-06,3.91097e-06,0.0604284,0.0181285,0.378342,0.0362927,0.4,-0.085178975,-0.02475257225,0.353589,-0.015000000000000003
LCA,2016,-2.46638e-06,4.93275e-06,0.0604284,0.0181285,0.377028,0.0337003,1.32,-0.023466425,0.03695957,0.41398725,-0.015000000000000003
LCA,2017,-2.48987e-06,4.97973e-06,0.0604284,0.0181285,0.377365,0.035552,0.74,-0.10932905000000001,-0.048903089999999996,0.32846225,-0.015000000000000003
LCA,2018,-9.27828e-07,1.85566e-06,0.0604284,0.0181285,0.385119,0.035552,0.66,-0.0862935,-0.025866169999999994,0.35925275,-0.015000000000000003
LCA,2019,-1.83804e-06,3.67608e-06,0.0604284,0.0181285,0.394484,0.0362927,0.19,-0.061475975,-0.0010494554999999992,0.39343425,-0.015000000000000003
LCA,2020,-1.93552e-06,3.87104e-06,0.0604284,0.0181285,0.349523,0.0362927,1.29,-0.015593177500000003,0.04483327,0.39435625,-0.015000000000000003
LCA,mean,-1.93552e-06,3.87104e-06,0.0604284,0.0181285,0.376977,0.0356137,0.46,-0.025100675,0.035325745,0.41230275,-0.015000000000000003
LKA,2015,-4.0969,3.65738,2.24358,0.673075,41.8132,2.00906,-0.23,-4.99485025,-6.848190000000001,34.965050000000005,0.06
LKA,2016,-3.93168,3.98783,2.24358,0.673075,44.7126,2.33236,0.19,-6.3344925,-8.022585,36.689975000000004,0.06
LKA,2017,-3.9492,3.95277,2.24358,0.673075,45.5446,2.33199,0.02,-12.798337499999999,-14.503975,31.040575,0.06
LKA,2018,-3.97161,3.90797,2.24358,0.673075,56.8367,2.33199,-0.76,-13.1855325,-14.913562500000001,41.923175,0.06
LKA,2019,-4.49346,2.86426,2.24358,0.673075,62.7442,2.00906,-0.54,-9.111535,-11.361425,51.382775,0.06
LKA,2020,-4.08857,3.67404,2.24358,0.673075,57.945,2.00906,-0.37,-12.204535,-14.0495325,43.895475000000005,0.06
LKA,mean,-4.08857,3.67404,2.24358,0.673075,51.5994,2.17059,-0.16,-7.66803,-9.513020000000001,42.08635,0.06
LSO,2015,-0.0904285,0.142503,0.50842,0.152526,0.887841,0.0,0.55,5.25848175,5.6764719999999995,6.564312,0.14
LSO,2016,-0.0911127,0.141135,0.50842,0.152526,0.912283,0.0,0.7,1.945317,2.36262125,3.2749075,0.14
LSO,2017,-0.0907829,0.141794,0.50842,0.152526,0.937919,0.0,0.54,-1.8464650000000002,-1.42882825,-0.49090749999999994,0.14
LSO,2018,-0.0908766,0.141607,0.50842,0.152526,0.95966,0.0,1.63,1.49921175,1.91676,2.87642,0.14
LSO,2019,-0.0892528,0.144855,0.50842,0.152526,0.979253,0.0,1.23,4.880559999999999,5.29973,6.2789965,0.14
LSO,2020,-0.0904907,0.142379,0.50842,0.152526,0.906232,0.0,0.04,-1.0367525000000002,-0.618825,0.28740750000000004,0.14
LSO,mean,-0.0904907,0.142379,0.50842,0.152526,0.930531,0.0,0.91,2.6442300000000003,3.0621575,3.99269,0.14
LTU,2015,-1.08941,0.211276,-3.93612,-1.18084,13.5699,0.966761,-0.54,-22.351750000000003,-27.37725,-13.807360000000001,0.275
LTU,2016,-1.03602,0.318042,-3.93612,-1.18084,13.5289,0.953194,-0.74,-19.340175,-24.3123,-10.783375,0.275
LTU,2017,-1.19236,0.00537139,-3.93612,-1.18084,13.9466,0.989824,-0.22,-31.363125000000004,-36.491575000000005,-22.544975,0.275
LTU,2018,-1.16948,0.051128,-3.93612,-1.18084,14.5912,0.989824,0.11,-18.753475,-23.859074999999997,-9.2678525,0.275
LTU,2019,-1.03412,0.321855,-3.93612,-1.18084,14.6326,0.966761,-0.59,-41.198475,-46.1687,-31.536074999999997,0.275
LTU,2020,-1.10428,0.181534,-3.93612,-1.18084,13.7292,0.966761,-0.28,-21.550549999999998,-26.59095,-12.861762500000001,0.275
LTU,mean,-1.10428,0.181534,-3.93612,-1.18084,13.9997,0.972187,-0.62,-25.987575,-31.027974999999998,-17.028245,0.275
LVA,2015,-1.26717,0.296989,-1.09796,-0.329388,17.2937,0.513091,-0.1,-22.308349999999997,-24.673475,-7.3798224999999995,0.24
LVA,2016,-1.18308,0.128819,-1.09796,-0.329388,17.9808,0.50468,-0.44,-20.881425,-23.162525,-5.1816505,0.24
LVA,2017,-1.41386,0.590383,-1.09796,-0.329388,18.3938,0.505223,0.84,-29.451999999999998,-31.963875,-13.5701,0.24
LVA,2018,-1.39278,0.548212,-1.09796,-0.329388,19.2149,0.505223,-0.19,-28.27035,-30.761075,-11.54615,0.24
LVA,2019,-1.18767,0.138007,-1.09796,-0.329388,20.4396,0.513091,-0.7,-34.070275,-36.3559,-15.9162725,0.24
LVA,2020,-1.28891,0.340482,-1.09796,-0.329388,19.1379,0.513091,-0.13,-27.54175,-29.928625000000004,-10.7907275,0.24
LVA,mean,-1.28891,0.340482,-1.09796,-0.329388,18.7435,0.509067,-0.29,-28.327775,-30.714625,-11.971195,0.24
MAR,2015,-1.63949,2.34527,10.8243,3.24729,79.2613,6.02569,-0.73,-37.07995,-27.89516,51.366075,0.1325
MAR,2016,-1.44292,2.73839,10.8243,3.24729,81.5082,6.0057,-0.01,-1.4133874999999998,7.9679825,89.476125,0.1325
MAR,2017,-1.52155,2.58114,10.8243,3.24729,85.2676,6.31233,-0.71,-28.719162500000003,-19.4164025,65.85115,0.1325
MAR,2018,-1.4896,2.64503,10.8243,3.24729,88.057,6.31233,-0.64,-24.94193,-15.607232499999999,72.4498,0.1325
MAR,2019,-1.43309,2.75805,10.8243,3.24729,90.504,6.02569,-0.58,-30.29591375,-20.904712500000002,69.599225,0.1325
MAR,2020,-1.50533,2.61358,10.8243,3.24729,83.6005,6.02569,0.02,-4.4936475,4.825324,88.4258,0.1325
MAR,mean,-1.50533,2.61358,10.8243,3.24729,84.6997,6.11791,-0.39,-16.490609999999997,-7.1716825,77.52810000000001,0.1325
MDA,2015,-0.317663,0.0551077,-1.59967,-0.479901,2.68891,0.354361,-1.74,-2.87366325,-4.791,-2.10209,0.16999999999999998
MDA,2016,-0.32956,0.0789019,-1.59967,-0.479901,2.79371,0.361145,-0.66,-3.8301175,-5.7593475,-2.9656374999999997,0.16999999999999998
MDA,2017,-0.298305,0.0163918,-1.59967,-0.479901,2.86108,0.380409,-0.77,-4.60562675,-6.5036024999999995,-3.6425264,0.16999999999999998
MDA,2018,-0.328754,0.0772887,-1.59967,-0.479901,2.97784,0.380409,-0.43,-4.2000525,-6.1284725,-3.1506325000000004,0.16999999999999998
MDA,2019,-0.295482,0.0107457,-1.59967,-0.479901,3.16684,0.354361,-1.1,-6.0911349999999995,-7.9862874999999995,-4.81944925,0.16999999999999998
MDA,2020,-0.313953,0.0476871,-1.59967,-0.479901,2.93099,0.354361,-1.61,-4.7779105,-6.691535,-3.7605500000000003,0.16999999999999998
MDA,mean,-0.313953,0.0476871,-1.59967,-0.479901,2.90323,0.364175,-2.7,-4.3321875,-6.2458075,-3.34258125,0.16999999999999998
MDG,2015,-32.0659,1.8929,1.41234,0.423701,1.73635,0.35589,1.02,86.893,56.23935025,57.97586175000001,0.525
MDG,2016,-29.7186,6.58746,1.41234,0.423701,1.7881,0.339596,0.68,108.688425,80.382255,82.1703,0.525
MDG,2017,-25.6287,14.7674,1.41234,0.423701,1.86823,0.392924,1.09,113.07160224999998,88.85545,90.72355,0.525
MDG,2018,-40.5126,15.0004,1.41234,0.423701,1.91923,0.392924,1.49,80.2715,41.17119675,43.090405,0.525
MDG,2019,-30.181,5.6628,1.41234,0.423701,1.962,0.35589,0.38,66.875275,38.106675,40.068675,0.525
MDG,2020,-31.6213,8.78219,1.41234,0.423701,1.65694,0.35589,1.17,111.855175,81.64597499999999,83.302925,0.525
MDG,mean,-31.6213,8.78219,1.41234,0.423701,1.82181,0.365519,1.33,116.00062499999999,85.7916225,87.61307749999999,0.525
MDV,2015,-3.20734e-05,6.41468e-05,0.193271,0.0579813,0.913154,0.131468,-1.34,1.81785775,2.0110975,2.9242475,0.012499999999999999
MDV,2016,-4.04529e-05,8.09058e-05,0.193271,0.0579813,0.932323,0.145911,-0.1,2.4227225,2.6159524999999997,3.5482725,0.012499999999999999
MDV,2017,-4.08382e-05,8.16764e-05,0.193271,0.0579813,0.981154,0.151466,-0.04,2.5250375,2.7182675,3.6994225000000003,0.012499999999999999
MDV,2018,-1.5218e-05,3.0436e-05,0.193271,0.0579813,1.01276,0.151466,-0.13,1.9927375,2.1859925,3.1987575,0.012499999999999999
MDV,2019,-3.01471e-05,6.02941e-05,0.193271,0.0579813,1.02567,0.131468,-0.44,1.6659792500000001,1.8592195,2.8848925000000003,0.012499999999999999
MDV,2020,-3.17459e-05,6.34918e-05,0.193271,0.0579813,0.529568,0.131468,-0.66,2.01437,2.20761,2.7371800000000004,0.012499999999999999
MDV,mean,-3.17459e-05,6.34918e-05,0.193271,0.0579813,0.899106,0.140542,-0.5,2.2462874999999998,2.4395275,3.3386349999999996,0.012499999999999999
MEX,2015,-39.2876,12.3544,28.3472,8.50415,486.888,48.2907,-0.17,-76.393975,-87.334675,399.55375000000004,0.7225
MEX,2016,-38.8557,13.2183,28.3472,8.50415,489.992,48.5744,-0.42,25.273625,14.765,504.75725,0.7225
MEX,2017,-43.4088,4.11197,28.3472,8.50415,474.918,46.2472,-0.03,175.24124999999998,160.1795,635.098,0.7225
MEX,2018,-40.0279,10.8739,28.3472,8.50415,464.691,46.2472,-0.69,203.3057,191.62485,656.31625,0.7225
MEX,2019,-40.0903,10.7491,28.3472,8.50415,451.516,48.2907,-0.52,205.67325,193.93009999999998,645.44575,0.7225
MEX,2020,-40.3341,10.2615,28.3472,8.50415,416.008,48.2907,-0.69,289.94425,277.957225,693.9647500000001,0.7225
MEX,mean,-40.3341,10.2615,28.3472,8.50415,464.002,47.6568,-0.55,106.9126,94.92565,558.9277500000001,0.7225
MHL,2015,-6.74245e-05,0.000134849,0.0,0.0,0.0475834,0.014443,-0.11,-1.85596825,-1.8560375,-1.8084517500000001,0.275
MHL,2016,-8.50399e-05,0.00017008,0.0,0.0,0.0500914,0.014443,0.21,-2.495575,-2.49566,-2.4455675,0.275
MHL,2017,-8.58498e-05,0.0001717,0.0,0.0,0.0516198,0.0148133,-0.31,-1.8841449999999997,-1.8842325,-1.8326125,0.275
MHL,2018,-3.19912e-05,6.39824e-05,0.0,0.0,0.0588282,0.0148133,1.41,-3.3314925000000004,-3.331525,-3.2726975000000005,0.275
MHL,2019,-6.3375e-05,0.00012675,0.0,0.0,0.0625078,0.014443,0.04,-2.224195,-2.224255,-2.1617474999999997,0.275
MHL,2020,-6.67361e-05,0.000133472,0.0,0.0,0.0467733,0.014443,0.24,-2.776685,-2.776755,-2.7299825,0.275
MHL,mean,-6.67361e-05,0.000133472,0.0,0.0,0.0529007,0.0145664,0.34,-2.37146,-2.3715225,-2.3186225,0.275
MKD,2015,-0.795272,0.641186,0.533552,0.160065,7.35514,0.520146,-0.66,-7.468372499999999,-7.730090000000001,-0.3749405,0.1775
MKD,2016,-0.64865,0.347941,0.533552,0.160065,7.68505,0.517433,-0.46,-5.4571575,-5.572255,2.1127915,0.1775
MKD,2017,-0.639699,0.330039,0.533552,0.160065,7.79796,0.555962,-0.92,-4.63082825,-4.736977749999999,3.06098675,0.1775
MKD,2018,-0.524617,0.0998761,0.533552,0.160065,8.14905,0.555962,0.95,-3.399005,-3.39007,4.7589775,0.1775
MKD,2019,-0.66783,0.386301,0.533552,0.160065,8.73237,0.520146,0.22,-3.5212,-3.65548,5.07689,0.1775
MKD,2020,-0.655214,0.361069,0.533552,0.160065,8.07248,0.520146,-1.33,-7.47582575,-7.5975075,0.47497625,0.1775
MKD,mean,-0.655214,0.361069,0.533552,0.160065,7.96534,0.531632,-1.33,-5.5267675,-5.6484275,2.31691275,0.1775
MLI,2015,-11.508,8.36906,0.820021,0.246006,3.14293,0.313302,0.84,133.8282475,123.1402525,126.28323699999999,0.27249999999999996
MLI,2016,-13.4811,12.3153,0.820021,0.246006,3.23935,0.314043,1.04,205.53215,192.870875,196.11022499999999,0.27249999999999996
MLI,2017,-13.2607,11.8744,0.820021,0.246006,3.37715,0.315524,2.39,135.7668575,123.32643999999999,126.7034765,0.27249999999999996
MLI,2018,-12.2051,9.76324,0.820021,0.246006,3.48067,0.315524,1.17,118.802675,107.41765000000001,110.898225,0.27249999999999996
MLI,2019,-13.1272,11.6075,0.820021,0.246006,3.56872,0.313302,1.46,118.743775,106.43647499999999,110.004925,0.27249999999999996
MLI,2020,-12.7164,10.7859,0.820021,0.246006,3.15613,0.313302,0.87,170.408525,158.512175,161.668225,0.27249999999999996
MLI,mean,-12.7164,10.7859,0.820021,0.246006,3.32749,0.314166,1.41,151.91485,140.0185,143.345875,0.27249999999999996
MLT,2015,-1.63723e-06,3.27446e-06,0.381524,0.114457,1.73924,0.0542923,-0.73,-0.389595,-0.0080726025,1.7311724999999998,0.0
MLT,2016,-2.06497e-06,4.12994e-06,0.381524,0.114457,1.81738,0.04422,0.0,-0.38150175,2.0619825e-05,1.817395,0.0
MLT,2017,-2.08464e-06,4.16928e-06,0.381524,0.114457,1.85453,0.0512215,-1.42,-0.39439325,-0.0128711475,1.8416575000000002,0.0
MLT,2018,-7.76823e-07,1.55365e-06,0.381524,0.114457,1.93602,0.0512215,0.0,-0.387784,-0.006260775,1.9297600000000001,0.0
MLT,2019,-1.5389e-06,3.07779e-06,0.381524,0.114457,2.07092,0.0542923,-1.04,-0.39596899999999996,-0.0144464625,2.0564774999999997,0.0
MLT,2020,-1.62051e-06,3.24102e-06,0.381524,0.114457,1.89105,0.0542923,-0.98,-0.40146725,-0.0199448825,1.8711049999999998,0.0
MLT,mean,-1.62051e-06,3.24102e-06,0.381524,0.114457,1.88486,0.05159,-0.94,-0.39203499999999997,-0.010512545000000002,1.8743475,0.0
MMR,2015,-81.1086,26.1057,-0.873706,-0.262112,51.0571,2.23644,-0.93,152.20309749999998,70.22080000000001,121.27793249999999,0.5275
MMR,2016,-94.559,0.795104,-0.873706,-0.262112,53.8745,2.5753,-0.49,172.49274999999997,77.05965,130.93394999999998,0.5275
MMR,2017,-98.5597,8.79651,-0.873706,-0.262112,54.6835,2.38939,-0.45,27.483749999999993,-71.94973,-17.266099999999998,0.5275
MMR,2018,-85.8995,16.524,-0.873706,-0.262112,65.3996,2.38939,-0.46,29.30299,-57.47025000000001,7.92927499999999,0.5275
MMR,2019,-77.9724,32.3781,-0.873706,-0.262112,71.3719,2.23644,-1.0,134.83825000000002,55.992215,127.3639,0.5275
MMR,2020,-87.6199,16.9199,-0.873706,-0.262112,66.1927,2.23644,-0.65,237.89425,149.4006,215.59324999999998,0.5275
MMR,mean,-87.6199,16.9199,-0.873706,-0.262112,60.4299,2.3439,-0.29,90.45727500000001,1.9635499999999992,62.393425,0.5275
MNE,2015,-0.606124,0.00661047,0.340564,0.102169,2.8532,0.165785,0.0,-4.0546225,-4.3201825,-1.46698125,0.185
MNE,2016,-0.539828,0.125981,0.340564,0.102169,2.98255,0.149233,-0.81,-3.4725775000000003,-3.6718375000000005,-0.689287,0.185
MNE,2017,-0.509637,0.186363,0.340564,0.102169,3.04093,0.155745,-0.99,-4.83169175,-5.000765250000001,-1.9598325,0.185
MNE,2018,-0.533602,0.138433,0.340564,0.102169,3.17564,0.155745,0.45,-3.9739125,-4.16695,-0.9913074999999999,0.185
